lat,lon,limit,deck,direct
24.775665,120.99644,50,,往南
24.795918,120.99802,50,,東向西
24.774435,120.99819,50,,西向東
24.781939,121.00155,50,,往東
24.780663,121.006386,50,,往北
24.784254,121.006836,50,,往東
24.784254,121.006836,50,,往西
24.78629,121.00824,50,,往東
24.771814,121.00926,50,,往北
24.77858,121.01094,40,,往南
24.781918,121.01379,40,,南往北
24.775927,121.014,50,,往東
24.784632,121.01837,30,,北往南
24.770788,121.02655,50,,往北
24.818996,120.9245,60,,北向南
24.832527,120.927216,60,,南往北
24.827642,120.92734,60,,北向南
24.845257,120.9341,50,ramp,東向西
24.842299,120.93412,60,,南向北
24.842539,120.9342,60,,北向南
24.844084,120.94274,50,,北向南
24.838078,120.94409,50,,東往西(雙向)
24.833956,120.94431,50,,西向東
24.832504,120.95176,50,,西向東
24.829601,120.95478,50,,東向西
24.805037,120.95555,50,,北向南
24.807743,120.958046,50,,南向北
24.830074,120.95854,50,,東向西
24.817877,120.96524,50,,北向南
24.817825,120.96534,40,ramp,北向南
24.812773,120.96576,50,,南向北
24.820688,120.968094,50,ramp,北向南
24.825012,120.97564,40,,西向東
24.823582,120.97796,30,,北向南
24.736444,120.88559,80,,南北
24.742622,120.90828,60,,南向北
24.76286,120.913246,60,,北向南
24.731752,120.915436,60,,北向南
24.767654,120.91577,60,,南向北
24.720003,120.916664,60,,南往北
24.78108,120.919235,60,,南向北
24.793509,120.919395,80,,南向北
24.784409,120.92019,60,,北向南
24.81397,120.92257,60,,南向北
24.811949,120.92646,50,,南北
24.78748,120.92676,60,,北向南
24.725458,120.92787,50,,南向北
24.788622,120.92972,60,,南向北
24.726501,120.93,50,,雙向
24.793715,120.93678,50,,北向南
24.751755,120.93832,50,,北往南
24.79362,120.945526,60,,南向北
24.7953,120.948944,60,,南向北
24.786226,120.94983,70,,南向北
24.77316,120.95296,70,,北向南
24.75506,120.953094,50,,北往南
23.508509,120.446365,50,,南北雙向
23.498264,120.4515,50,,南向北(超速闖紅燈)
23.504309,120.476776,50,,東向西
23.491566,120.39789,60,,西向東
23.486872,120.40342,70,,東西雙向
23.479553,120.42458,50,,西向東(超速闖紅燈)
23.464802,120.425064,50,,南北雙向
23.477198,120.4309,50,,東向西(超速闖紅燈)
23.480522,120.438644,50,,南北雙向(超速闖紅燈)
23.444014,120.43907,50,,南北雙向(超速闖紅燈)
23.478798,120.44178,50,,南北雙向(超速闖紅燈)
23.479103,120.442024,50,,南北雙向(超速闖紅燈)
23.462564,120.447655,50,,東西雙向(超速、闖紅燈)
25.090601,121.549255,50,tunnel,南北雙向
25.011496,121.5559,50,tunnel,南北雙向
25.066849,121.54438,40,,北向南
25.05797,121.552055,50,,西向東
25.051691,121.55304,50,,東西雙向
25.06205,121.55749,50,,東西雙向
25.054245,121.5656,50,,東西雙向
25.06195,121.568436,50,,北向南
25.02906,121.55731,50,,南向北
25.04131,121.55998,50,,東西雙向
25.047626,121.56397,50,,西向東
25.047688,121.5685,50,,南向北
25.045626,121.57245,50,,東向西
25.026731,121.52674,50,,西向東
25.030283,121.53368,50,,北向南
25.020033,121.53406,50,,南向北
25.026205,121.53762,70,elevated,北向南
25.027754,121.53792,50,,南向北
25.044518,121.53994,40,,西向東
25.01664,121.54384,50,,南向北
25.018555,121.545944,60,under,南向北
25.017244,121.54883,50,,東向西
25.04448,121.552155,80,under,東西雙向
25.048206,121.51977,80,elevated,西向東
25.054731,121.52277,50,,北向南
25.054731,121.52277,50,,南向北
25.066557,121.5277,70,elevated,北向南
25.077879,121.53627,50,,東西雙向
25.052633,121.53678,70,elevated,北向南
25.077658,121.540924,50,,東西雙向
25.044632,121.54244,80,under,東西雙向
25.071774,121.54434,40,,南向北
25.076668,121.566376,50,,西向東
25.043074,121.50858,50,,南向北
25.029182,121.5118,50,,西向東
25.028524,121.515686,50,,南北雙向
25.04299,121.51869,50,,東向西
25.020859,121.52018,60,,南向北
25.038351,121.53017,50,,東向西
25.065893,121.508865,60,,南北雙向
25.06288,121.51083,40,,西向東
25.074507,121.519936,50,,南北雙向
25.03056,121.48961,50,,往台北市
25.02611,121.492744,50,,東西雙向
25.033098,121.49679,50,,東向西
25.019234,121.49712,50,,南北雙向
25.035313,121.49719,50,,西向東
25.041513,121.499054,40,,南向北
25.043743,121.5004,60,ramp,北向南
25.044512,121.50114,40,,北向南
25.040014,121.50749,50,,北向南
24.999609,121.53528,60,ramp,北向南
25.001501,121.539116,50,,北向南
24.989756,121.539665,50,,南向北
24.992584,121.54072,50,,北向南
24.991692,121.551476,50,tunnel,北向南
25.009752,121.55737,50,tunnel,北向南
25.008957,121.581245,70,tunnel,北向南
24.999096,121.59139,50,,西向東
25.04997,121.586235,50,,西向東
25.048782,121.586845,50,,東向西
25.050976,121.59186,50,,東向西
25.052607,121.61159,50,,西向東
25.05411,121.61222,50,,東向西
25.053974,121.613174,50,,西向東
25.057318,121.614105,50,,北向南
25.08173,121.56998,50,,西向東
25.053398,121.57854,50,,西向東
25.078457,121.58095,50,,西向東
25.060823,121.58296,50,,西向東
25.056156,121.585625,40,,東西雙向
25.059874,121.586334,80,,東向西
25.074657,121.58999,50,,南向北
25.066792,121.59969,50,,西向東
25.077787,121.60028,50,,南向北
25.083036,121.604034,50,,西向東
25.071281,121.60424,50,,東向西
25.082521,121.50743,50,,南向北
25.079073,121.50822,60,,北向南
25.089865,121.51818,50,,北向南
25.080551,121.52216,50,,北向南
25.08667,121.52306,50,,南向北
25.096157,121.52777,50,,北向南
25.104,121.54253,40,,往下山
25.10817,121.546036,40,,往下山
25.132162,121.54652,40,,往下山
25.119883,121.55297,40,,北向南
25.130178,121.46587,40,,往下山
25.122429,121.47776,60,,北向南
25.122408,121.480316,60,,南向北
25.13034,121.49684,60,,南向北
25.107931,121.49871,80,,北向南
25.106007,121.49899,80,,南向北
25.114443,121.50257,50,,南向北
25.104881,121.51186,60,,北向南
25.103973,121.51211,60,,南向北
25.134834,121.52868,40,,北向南
25.164951,121.543755,40,,往市區
22.659279,120.27578,50,,北向南
22.667778,120.28233,50,,南向北
22.667456,120.28902,40,elevated,北向南
22.65287,120.29224,60,,南向北
22.678333,120.28276,40,,南向北
22.669052,120.28896,40,elevated,南向北
22.702114,120.29237,50,,北向南
22.684856,120.30621,60,elevated,西向東
22.68351,120.30761,60,elevated,東向西
22.679394,120.31906,60,,北向南
22.723606,120.27692,60,,北向南
22.721043,120.31293,50,,東向西
22.732939,120.320145,60,,南向北
22.717821,120.325356,60,,南向北
22.647367,120.28429,50,,東西向
22.643929,120.28611,50,,東向西
22.64735,120.31487,40,,南向北
22.65996,120.320015,50,,西向東
22.676704,120.32359,50,,東向西
22.6596,120.32598,50,,東向西
22.641333,120.33226,50,,南向北
22.619112,120.30265,50,,南向北
22.616146,120.303604,50,,北向南
22.630129,120.32004,50,,東向西
22.629728,120.32502,50,,西向東
22.625673,120.33946,50,,西向東
22.583641,120.30965,60,elevated,南向北
22.56297,120.31369,50,tunnel,南向北
22.56438,120.31559,60,tunnel,南向北
22.595959,120.316284,60,,南向北
22.575134,120.32586,40,elevated,南向北
22.578098,120.326035,40,elevated,北向南
22.56024,120.30972,60,tunnel,北向南
22.56284,120.31384,50,tunnel,北向南
22.561941,120.33221,60,,南向北
22.55905,120.33443,60,,北向南
22.570253,120.33743,40,,北向南
22.58326,120.34073,50,,東向西
22.569653,120.34452,60,,東向西
22.568972,120.35012,50,,南向北
22.513891,120.35464,40,,北向南
22.573195,120.35929,40,,西向東
22.51092,120.362404,50,,北向南
22.57036,120.376785,50,,東向西
22.556417,120.381226,50,,東向西
22.554989,120.39456,50,,西向東
22.59266,120.33633,40,,北向南
22.595001,120.34401,50,,東向西
22.620205,120.346664,60,,北向南
22.593834,120.35902,60,,北向南
22.598097,120.360016,60,,北向南
22.510351,120.3628,50,,南向北
22.510414,120.36288,40,,南向北
22.531473,120.40353,60,,北向南
22.532354,120.41476,60,,北向南
22.589376,120.38432,60,,東向西
22.561409,120.40384,50,,東西向
22.58654,120.409294,90,,西向東
22.625937,120.411224,60,,北向南
22.641577,120.41329,70,,東西向
22.625746,120.42427,50,,南向北
22.558868,120.42732,50,,南向北
22.592665,120.43338,90,,東向西
22.569546,120.433495,50,,北向南
22.58241,120.434944,50,,南向北
22.727495,120.422745,40,,西向東
22.672127,120.42602,70,,南北雙向
22.775007,120.43045,50,,東西向
22.70776,120.439255,70,,南北向
22.742186,120.44719,70,,南北雙向
22.732006,120.360504,60,,東向西
22.730991,120.37311,40,,西向東
22.743828,120.38296,50,,南向北
22.73897,120.38318,40,,東向西
22.710386,120.33939,60,,北向南
22.67725,120.345924,50,,西向東
22.694105,120.35793,60,,北向南
22.675001,120.359085,60,,南北向
22.703672,120.36052,60,,東向西
22.715528,120.39001,60,,北向南
22.669724,120.34302,50,,南北雙向(區間測速)
22.654182,120.35681,50,,南北雙向
22.661678,120.357925,50,,南向北
22.659475,120.36719,60,,東西向
22.77218,120.2685,50,,南向北
22.78207,120.29023,50,,西向東
22.807652,120.30407,50,,東向西
22.785051,120.30418,60,,東向西
22.797258,120.312096,50,,北向南
22.832905,120.315475,50,,北向南
22.812801,120.3271,50,,北向南
22.757471,120.301926,40,,西向東
22.743444,120.3169,60,,北向南
22.755226,120.35628,50,,東向西
22.758595,120.36395,60,,北向南
22.772102,120.3888,50,,西向東
22.77223,120.39946,50,,西向東
22.89416,120.40055,50,,東向西
22.887613,120.42328,50,,西向東
22.84498,120.32285,50,,南向北
22.880974,120.26041,50,,西向東
22.829601,120.26319,50,,西向
22.847017,120.27446,50,,南向北
22.831896,120.28646,50,,南向北
22.876429,120.22501,60,,南向北
22.882696,120.200676,40,,西向東
22.818577,120.24047,60,,南北向
22.779778,120.252304,70,,北向南
22.805735,120.460945,70,,南北向
22.836103,120.462395,50,,北向南
22.883623,120.4732,50,,西向東
22.892141,120.483376,50,,北向南
22.91339,120.4934,60,,北向南
22.845268,120.50472,70,,南北雙向
22.943382,120.50848,60,,南向北
22.912996,120.53655,50,tunnel,南向北
22.870377,120.5492,50,,北向南
22.88204,120.549644,50,,東向西
22.878002,120.57057,60,,東向西
22.881773,120.616135,50,,東向西
22.88964,120.62428,50,,北向南
22.897558,120.62668,60,,西向東
22.93752,120.52882,50,,北向南
22.96999,120.54155,60,,南向北
22.924803,120.421616,50,,東西雙向(區間測速)
22.9106,120.46642,60,,北向南
22.975607,120.46869,60,,南北雙向(區間測速)
24.981302,121.428314,50,,東南向西北
24.979713,121.42892,50,,西南向東北
24.997871,121.440865,40,,南向北
25.005367,121.44137,50,,北向南
25.020021,121.446014,80,,西北向東南
25.025661,121.4514,50,,東北向西南
25.00651,121.451836,70,,南向北
25.02822,121.46512,60,,北向南
25.036417,121.47103,50,,西向東
25.035913,121.478935,50,,東向西
25.0294,121.48293,50,,南向北
25.025955,121.48416,80,,南向北
25.040998,121.46705,50,,東北向西南
25.059704,121.48048,50,,西北向東南
25.047054,121.48569,70,,東向西
25.059223,121.48877,50,elevated,東南向西北
25.058706,121.48974,50,,東北向西南
25.05026,121.49154,70,,東北向西南
25.088356,121.494255,50,,東南向西北
25.085075,121.49733,50,,西北向東南
25.082373,121.499084,50,,東南向西北
25.056368,121.499146,50,,西南向東北
25.056679,121.49928,50,,東北向西南
25.06275,121.50368,50,,北向南
25.018978,121.47077,70,,東向(區間測速)
25.010178,121.48016,50,,西北向東南
25.009008,121.48208,70,,東南向西北
25.011087,121.48889,50,,西北向東南
24.994034,121.49126,70,,東西雙向(區間測速)
25.013285,121.50474,50,elevated,東北向西南
25.013403,121.52218,50,,西北向東南
25.043957,121.39826,40,,東向(區間測速)
25.025896,121.41754,50,,南向北
25.02877,121.42217,50,,西向東
25.050745,121.44222,80,,南向北
25.043478,121.44227,50,under,南向北
25.050781,121.44234,80,,北向南
25.051252,121.442406,50,,南向北
24.999134,121.451256,80,,北向(區間測速)
25.042727,121.45999,50,,南向北
25.05175,121.46002,40,,南向北
25.03921,121.4609,50,,東北向西南
25.040173,121.46555,50,,西南向東北
24.98002,121.52311,60,,南向北
24.975636,121.525024,60,,西北向東南
24.978975,121.52794,50,,西北向東南
24.97182,121.529236,60,,東西雙向(區間測速)
24.95511,121.53945,50,,東南向西北
24.984812,121.54082,50,,北向南
24.95302,121.544846,50,,西向東
24.948414,121.546074,40,,北向南
24.96975,121.54622,50,,東北向西南
24.922884,121.54944,50,,北向南
24.953354,121.55331,50,,西向東
24.953762,121.56291,50,,東向西
24.967121,121.38427,50,elevated,西南向東北
24.968607,121.39196,50,,東向西
25.014334,121.39537,50,,西南向東北
24.97773,121.40463,50,,西南向東北
24.969753,121.408424,50,,西向東
24.984459,121.4128,50,,西南向東北
24.97285,121.41917,50,,西南向東北
24.999968,121.426765,40,,東南向西北
24.939499,121.33557,40,,東北向西南
24.929586,121.33779,40,,西向東
24.963926,121.33839,50,,北向南
24.949121,121.34403,50,,西南向東北
24.95701,121.34703,50,,東向西
24.95702,121.36128,50,,西向東
24.958023,121.37136,50,,西南向東北
24.897879,121.3376,50,,東北向西南
24.860182,121.36074,40,,東北向西南
24.912418,121.365906,50,,北向南
24.920135,121.3694,50,,東向西
24.895567,121.37138,40,,東南向西北
24.92668,121.37187,50,,南向北
24.90294,121.373344,40,,西北向東南
24.87059,121.375145,40,,東北向西南
24.870596,121.37518,40,,南北雙向(區間測速)
24.948078,121.37678,50,,南向北
24.943188,121.40115,50,,西南向東北
24.932316,121.407265,30,,東南向西北
24.932032,121.45453,40,,東北向西南
25.173384,121.43577,50,,東向西
25.193409,121.44629,70,,北向南
25.192116,121.44678,70,,南向北
25.182007,121.45079,60,,西北向東南
25.224241,121.4519,50,,北向南
25.154762,121.459366,50,,北向南
25.153019,121.45938,50,,南向北
25.061493,121.65141,50,,西向東
25.066809,121.6646,50,,東向西
25.065905,121.67544,50,,東北向西南
25.068539,121.68131,50,,西向東
25.10357,121.77507,50,,南向北
25.115046,121.77535,60,,北向南
25.11254,121.7971,40,ramp,西向東
25.117172,121.80307,80,,東北向西南
25.117487,121.804016,80,,西南向東北
25.120869,121.82302,60,,東西雙向(區間測速)
25.122597,121.86355,60,,西北向東南
25.123339,121.8755,60,,東西雙向(區間測速)
25.121658,121.88659,50,,西北向東南
24.96446,121.41541,50,,西南向東北
24.964876,121.41625,50,,東北向西南
24.962936,121.42565,50,,東北向西南
24.972385,121.43178,50,,西南向東北
24.965427,121.43192,50,,西向東
24.980164,121.438095,60,,北向南
24.980099,121.438286,60,,南向北
24.983473,121.43936,50,,北向南
24.971012,121.44263,50,,東北向西南
25.089067,121.45585,50,,南向北
25.085932,121.44304,50,,西南向東北
25.086546,121.44341,50,,東北向西南
25.090464,121.446495,50,,西南向東北
25.092154,121.44844,80,,北向南
25.099508,121.45219,80,,西南向東北
25.08391,121.4526,50,,北向南
25.109812,121.45561,50,,北向南
25.065548,121.38972,40,,西向東
25.056648,121.40175,50,,西向東
25.055,121.42733,40,,西向東
25.037588,121.42746,60,,東北向西南
25.132078,121.3567,80,,東北向西南
25.07137,121.35855,50,,西南向東北
25.13318,121.35972,80,,西南向東北
25.075266,121.363235,50,,西南向東北
25.07129,121.3634,50,,西南向東北
25.135008,121.36495,50,,西向東
25.07316,121.37033,50,,西南向東北
25.072582,121.37527,60,,西南向東北
25.07782,121.37548,50,,東北向西南
25.073011,121.375786,60,,東北向西南
25.083605,121.37815,50,,東南向西北
25.076376,121.38603,50,,西南向東北
24.999569,121.60344,60,,西北向東南
24.99896,121.61671,60,,東向西
25.00007,121.621445,60,,西向東
25.016525,121.62563,40,,西北向東南
25.002403,121.62762,60,,西南向東北
25.006111,121.63132,60,,北向南
24.960901,121.61378,40,,西南向東北
24.95693,121.623634,40,,東西雙向(區間測速)
24.953558,121.63839,40,,東南向西北
24.950348,121.64774,40,,西北向東南
25.008032,121.67277,40,,南向北
24.971546,121.68707,40,,南向北
25.009697,121.68765,40,,北向南
25.01726,121.698616,40,,北向南
24.943071,121.6709,40,,東西雙向(區間測速)
24.936045,121.70352,40,,東西雙向(區間測速)
24.935577,121.70447,40,,西北向東南
24.932625,121.70954,40,,東北向西南
24.910906,121.716805,40,,西向東
25.282158,121.51969,60,,西南向東北
25.290787,121.56098,50,,西向東
25.293732,121.56824,50,,北向南
25.14027,121.38151,50,,西南向東北
25.12536,121.39088,40,,南向北
25.15087,121.40706,50,,西南向東北
25.111614,121.422195,80,,西向(區間測速)
25.15862,121.42318,50,,西南向東北
25.15932,121.42531,50,,東向西
25.158133,121.43468,50,,東向西
25.15291,121.44082,50,,東南向西北
25.14733,121.44565,50,,東南向西北
25.13215,121.45148,50,,北向南
25.050632,121.77506,50,,東南向西北
25.050533,121.77511,50,,西北向東南
25.02179,121.78804,50,tunnel,東南向西北
25.019226,121.79365,50,,西北向東南
25.021004,121.81242,60,,西向東
25.028564,121.83002,60,,西南向東北
25.017378,121.90794,50,,北向南
25.112902,121.912,50,,東西雙向(區間測速)
25.07958,121.91447,60,,北向南
25.039959,121.9267,60,,南向北
25.017994,121.9491,50,,東向西
25.0229,121.980156,50,,西北向東南
25.0158,121.98824,60,,東西雙向(區間測速)
25.219725,121.62361,50,,西向東
25.271378,121.62362,70,,西北向東南
25.241701,121.63341,60,,北向南
25.21232,121.646545,50,,西北向東南
25.208885,121.65279,50,,東向西
25.200483,121.67773,50,tunnel,東向西
25.191902,121.68396,50,tunnel,東北向西南
25.183182,121.687614,60,,西北向東南
24.14563,120.68389,50,,北往南
24.134548,120.69571,50,,雙向
24.149633,120.69949,50,,南向北
24.137129,120.69985,50,,北往南
24.144615,120.70103,50,,北往南
24.14412,120.712036,50,,南往北
24.111053,120.6484,60,,東向西
24.110003,120.660736,60,,北向南
24.11858,120.66175,50,,南往北
24.12225,120.66404,50,,東西雙向
24.119066,120.68229,50,,東西雙向
24.14296,120.65723,50,,西往東
24.13757,120.657326,50,,雙向
24.142597,120.65735,50,,南往北
24.128283,120.66449,50,,東西雙向
24.131802,120.67267,50,,北南雙向
24.15549,120.66273,50,,東往西
24.16649,120.673485,50,,南往北
24.16392,120.68831,50,,北往南
24.156155,120.69441,50,,北往南
24.152458,120.69855,50,,北向南
24.17162,120.70083,60,,東往西
24.196201,120.59475,50,,北向南
24.1819,120.5978,50,,西向東
24.182938,120.60272,40,,西向東
24.18653,120.60414,50,,南向北
24.203812,120.60799,50,,雙向
24.170338,120.61027,40,,西往東
24.203625,120.61086,60,,南往北
24.209778,120.61238,60,,南往北
24.1901,120.6128,50,,西向東
24.186693,120.61284,50,,西向東
24.18044,120.61391,50,,西往東
24.165049,120.618515,50,,北往南
24.171976,120.62116,50,,南向北
24.207615,120.62186,60,,雙向
24.20721,120.622116,60,,西往東
24.167393,120.63082,60,,南向北
24.17032,120.6324,50,,西往東
24.158367,120.63997,60,,西向東
24.19317,120.64267,60,,南向北
24.191656,120.64392,50,,東向西
24.194983,120.644775,80,,東向西
24.197182,120.650085,80,,西向東
24.16113,120.587234,60,,東往西
24.151878,120.60441,60,,西向東
24.138643,120.60922,50,,西向東
24.154503,120.611015,50,,東西雙向
24.129442,120.619804,80,,南北雙向
24.147081,120.62328,60,,南北雙向
24.145042,120.62725,50,,西向東
24.140207,120.628395,50,,東往西
24.12745,120.62967,60,,北向南
24.146921,120.630356,50,,東西雙向
24.138615,120.630974,50,,西向東
24.14771,120.63971,50,,北往南
24.13952,120.64006,50,,東往西
24.126032,120.64623,50,,北往南
24.140085,120.64734,50,,東往西
24.181917,120.674286,50,,西向東
24.183264,120.68622,50,,南往北
24.203175,120.6867,60,,南北雙向
24.171839,120.68926,50,,東往西
24.176659,120.71065,50,,北向南
24.163551,120.71781,60,,西向東
24.188057,120.71834,50,,北向南
24.180975,120.72484,50,,東向西
24.161688,120.725,60,,西向東
24.167746,120.73345,50,,南向北
24.176296,120.73518,50,,北向南
24.176615,120.73828,50,,東向西
24.196503,120.74759,50,,西往東
24.197582,120.748215,60,,北往南
24.198912,120.76548,50,,東向西
24.238495,120.70353,50,,西往東
24.24755,120.706635,60,,南北雙向
24.237238,120.71054,60,,北往南
24.277452,120.71295,50,,西向東
24.275217,120.72201,50,,南往北
24.25743,120.72477,50,,東往西
24.264332,120.72574,60,,東向西
24.245043,120.73099,60,,南往北
24.24755,120.7364,60,,東向西
24.268444,120.74963,50,,北往南
24.291922,120.79997,60,,北向南
24.246574,120.83205,60,,西往東
24.222034,120.83718,60,,東向西
24.32607,120.608826,70,,南向北
24.365833,120.64162,70,,北往南
24.21861,120.52289,90,,南北雙向(區間測速)
24.30896,120.52357,70,,南往北
24.301151,120.54493,50,,南向北
24.294132,120.55248,70,,西往東
24.320395,120.56591,60,,北向南
24.303308,120.58682,70,,東向西
24.291664,120.58764,70,,北向南
24.210121,120.559746,60,,東向西
24.23361,120.56641,60,,北往南
24.232698,120.57241,60,,東向西
24.253681,120.57488,60,,西向東
24.25025,120.58471,60,,東向西
24.24623,120.60923,70,,東向西
24.240393,120.61459,50,,北往南
24.242786,120.619026,70,,東往西
24.250887,120.422226,60,,南往北
24.252245,120.52082,60,,南向北
24.255108,120.52259,50,,東向西
24.257414,120.52318,60,,北向南
24.224024,120.544044,70,,北往南
24.236662,120.548325,70,,北向南
24.319153,120.710976,60,,西往東
24.32162,120.721985,50,,雙向
24.29135,120.723434,60,,北向南
24.33512,120.7308,60,,北向南
24.3199,120.7323,50,,雙向
24.2915,120.7324,50,,雙向
24.240812,120.675,60,,東西雙向
24.22982,120.69065,60,,南北雙向
24.198017,120.70297,60,,北向南
24.20075,120.70975,80,,東向西
24.200447,120.70982,80,,西向東
24.209267,120.72174,50,,北向南
24.210611,120.72229,50,,南向北
24.220121,120.615295,50,,北往南
24.218575,120.621956,60,,南往北
24.216934,120.623314,60,,南往北
24.205421,120.63207,60,,東向西
24.232218,120.63916,70,,北往南
24.22963,120.64325,50,,南往北
24.221212,120.65354,50,,北往南
24.23644,120.66809,60,,北往南
24.215734,120.67085,50,,東向西
24.27415,120.77903,70,,北向南
24.275433,120.78272,70,,北向南
24.33259,120.65483,60,,東往西
24.339993,120.571175,40,,北往南
24.0466,120.38841,60,,南北雙向
24.11332,120.587204,40,,東往西
24.11225,120.59575,70,,西向東
24.09453,120.637,60,,東西雙向
24.095722,120.64157,50,,東往西
24.222109,120.47343,50,,北向南
24.208727,120.48009,50,,東西雙向
24.220963,120.497734,50,,南向北
24.198784,120.51382,60,,北往南
24.208696,120.53984,70,,南向北
24.178783,120.54362,70,,南向北
24.18763,120.57346,50,,東往西(區間測速)
24.176645,120.57916,60,,東向西
24.192793,120.57993,70,,東向西
24.186035,120.586006,60,,西往東
24.02899,120.41613,70,,南向北
24.087242,120.65812,60,,東向西
24.085323,120.65899,60,,東往西
24.037436,120.68192,70,,北向南
24.036856,120.68279,70,,南向北
24.05517,120.69852,60,,北往南
24.075089,120.69999,50,,南往北
24.136902,120.70988,80,,北向南
24.1413,120.71361,50,,南往北
24.149885,120.71485,80,,南向北
24.154285,120.71678,50,,北向南
24.15363,120.72522,50,,南北雙向
24.12292,120.73434,40,,南北雙向
24.131016,120.74129,50,,西往東
24.107172,120.78538,40,,西往東
24.09579,120.80873,30,,西往東
24.0522,120.40692,60,,東向西
24.0669,120.40746,50,,北向南
24.05835,120.41064,50,,南向北
24.089636,120.66426,70,,北向南
24.09063,120.66457,70,,南向北
24.103065,120.67519,60,,西往東
24.100637,120.69191,80,,南往北
24.10492,120.69316,60,,北往南
24.087082,120.69613,50,,北往南
23.319435,120.300354,50,,東向
23.308907,120.32573,50,,北向
23.31758,120.33309,70,,多向
23.309875,120.3359,50,,雙向
23.263838,120.20978,70,,雙向
23.276768,120.22941,50,,雙向
23.29279,120.241684,50,,北向
23.350496,120.452156,60,,雙向
23.282194,120.2939,60,,雙向
23.27626,120.32532,70,,雙向
23.33096,120.35345,50,,雙向
23.374134,120.36489,70,,雙向
23.388468,120.37534,70,,北向
23.310371,120.400185,50,,雙向
23.176996,120.21999,60,,西向
23.151213,120.238106,50,,雙向
23.184969,120.24107,50,,雙向
23.189913,120.25361,60,,雙向
23.176693,120.25403,50,,北向
23.211996,120.251076,100,,雙向
23.253683,120.31245,70,,南向
23.24004,120.31561,70,,北向
23.214054,120.30732,50,,北向
23.142551,120.42545,90,tunnel,雙向
23.172243,120.16259,50,,雙向
23.211151,120.18567,50,,南向
23.231804,120.21778,100,,雙向
23.142836,120.19251,70,,北向
23.119587,120.08741,100,,北向
23.189188,120.124985,70,,北向
23.104435,120.131676,70,,南向
23.175344,120.133705,60,,雙向
23.159895,120.13461,70,,南向
23.294575,120.12972,90,,南向
23.055922,120.29865,70,,雙向
23.038275,120.32138,50,,雙向
23.061539,120.33201,60,,南向
23.121284,120.272125,60,,東西向
23.109247,120.27259,50,,南北向
23.117811,120.273506,60,,南北向
23.117603,120.273605,60,,東西向
23.114704,120.27492,60,,南向
23.110853,120.27672,60,,北向南
23.119776,120.27739,50,,西向
23.112717,120.28151,50,,西向
23.090631,120.282555,50,,東西向
23.154694,120.285706,70,,雙向
23.104445,120.28986,60,,東向西
23.150946,120.33444,70,,雙向
23.093756,120.26776,50,,西向
23.077768,120.27488,25,,雙向
23.082232,120.278786,60,,雙向
23.102247,120.28029,60,,東西向
23.102236,120.2803,60,,東西向
23.098495,120.28104,60,,東西向
23.090643,120.28252,60,,北向
23.090633,120.282524,40,,東西向
23.088713,120.28282,60,elevated,北向
23.103241,120.284904,60,,東西向
23.101562,120.2877,40,,南向
23.099846,120.29493,70,,雙向
23.09386,120.310776,70,,雙向
23.084492,120.210495,50,,北向
23.094667,120.22924,50,,東向
23.079973,120.22951,50,,雙向
23.12476,120.45011,70,,雙向
23.122286,120.45354,70,,西向
23.155445,120.48853,70,,北向
23.013083,120.47022,60,,雙向
23.049162,120.48517,60,,雙向
23.086584,120.486984,60,,雙向
23.084084,120.52433,50,,雙向
23.067501,120.38012,60,,雙向
23.050117,120.42086,50,,雙向
22.927332,120.21165,90,,西向
22.949238,120.21669,50,,雙向
22.931923,120.22093,70,ramp,南向
22.939863,120.2212,70,,雙向
22.920004,120.225494,50,,北向
22.942245,120.230774,50,,雙向
22.972763,120.24821,50,,雙向
22.94757,120.27526,70,,北向
23.011648,120.28728,70,,南向
22.965597,120.303055,50,,西向
22.988716,120.30967,60,,雙向
22.97128,120.31324,70,,雙向
22.96794,120.35717,50,,西向
22.950447,120.38326,50,,雙向(區間測速)
22.929552,120.42066,50,,北向
22.932732,120.42081,50,,雙向
22.936176,120.42198,50,,雙向
23.038078,120.22557,40,,雙向
23.008518,120.23383,50,,南向
22.998642,120.24956,50,,南向
23.015137,120.25057,50,,北向
23.027317,120.26064,50,,北向
22.980795,120.212296,50,,西向
22.973982,120.21565,50,,雙向
22.99815,120.22442,50,,南向
22.9808,120.229164,60,,北向
22.99264,120.23394,60,,南向
22.994543,120.23424,60,,北向
22.962046,120.23616,40,,南向
22.958733,120.169586,50,,雙向
22.947441,120.1741,60,,北向
22.937895,120.176,50,,南向
22.930405,120.17664,70,,雙向
22.964375,120.17872,60,,雙向
22.9588,120.183876,60,,北向
22.967249,120.18389,60,,北向
22.923483,120.18476,50,,南向
22.961212,120.189156,50,,東向
22.98797,120.192085,50,,北向
22.96194,120.19253,60,,西向
22.945978,120.19549,60,,雙向
22.964825,120.20016,60,,雙向
22.9689,120.209946,50,,南向
22.941513,120.21746,50,,南向
23.019335,120.19698,60,,雙向
23.012684,120.200386,50,,南向
23.013504,120.21203,40,,南向
23.001534,120.212944,50,,南向
23.074215,120.13506,70,,雙向
23.052057,120.142685,70,,雙向
23.078297,120.14962,50,,雙向
23.06164,120.17002,70,,雙向
23.032488,120.1784,60,,雙向
23.017673,120.17903,70,,雙向
23.04589,120.1884,60,,北向
23.052488,120.18961,60,,雙向
23.07735,120.193634,60,,北向
